student_id,學科背景,學習目標,性別,年紀,居住地區,學過幾種程式語言,學過哪些程式語言
2585,商,Tourist,女,26 - 30歲,中部,2,javascript、css
2586,商,Career Switcher,男,20 - 25歲,東部,1,html
2587,文,Tourist,男,20 - 25歲,中部,0,無
2588,文,Career Switcher,女,26 - 30歲,北部,1,python
2589,其他,Career Switcher,女,31 - 35歲,東部,0,沒有
2590,理論科學,Career Switcher,女,36 - 40歲,南部,2,python、javascript
2591,文,Tourist,女,20 - 25歲,中部,1,html
2592,商,Career Switcher,女,26 - 30歲,北部,0,無
2593,商,Tourist,女,40歲以上,北部,2,javascript、css
2594,理論科學,Tourist,男,20 歲以下,中部,2,python、javascript
2595,文,Learner,女,20 - 25歲,北部,2,javascript、html
2596,工程科學,Tourist,男,31 - 35歲,東部,0,沒有
2597,文,Tourist,男,36 - 40歲,北部,0,沒有
2598,理論科學,Career Switcher,男,20 - 25歲,北部,0,無
2599,理論科學,Career Switcher,女,26 - 30歲,東部,1,html
2600,商,Career Switcher,男,26 - 30歲,南部,0,無
2601,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,北部,0,沒有學過
2602,商,Tourist,不提供,20 - 25歲,北部,1,python
2603,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,北部,3,html、javascript、css
2604,商,Tourist,女,20 - 25歲,中部,2,python、javascript
2605,文,Learner,女,20 - 25歲,南部,0,沒有
2606,工程科學,Tourist,女,26 - 30歲,中部,0,無
2607,工程科學,Learner,男,36 - 40歲,北部,2,python、javascript
2608,理論科學,Tourist,男,26 - 30歲,中部,2,javascript、css
2609,商,Tourist,女,40歲以上,南部,0,無
2610,工程科學,Tourist,男,26 - 30歲,北部,0,無
2611,商,Career Switcher,男,20 歲以下,南部,0,沒有學過
2612,商,Learner,女,26 - 30歲,南部,0,沒有
2613,商,Career Switcher,女,20 - 25歲,南部,0,無
2614,商,Career Switcher,男,26 - 30歲,中部,0,無
2615,理論科學,Learner,女,20 - 25歲,中部,2,html、css
2616,商,Tourist,男,20 - 25歲,南部,1,css
2617,工程科學,Learner,男,20 歲以下,北部,1,javascript
2618,工程科學,Tourist,男,26 - 30歲,中部,3,html、javascript、css
2619,理論科學,Learner,男,26 - 30歲,中部,1,javascript
2620,商,Learner,不提供,26 - 30歲,東部,0,沒有學過
2621,理論科學,Learner,女,20 歲以下,中部,1,html
2622,商,Tourist,男,20 歲以下,中部,0,無
2623,資訊科學（資工、資管等等）,Learner,男,40歲以上,南部,0,沒有學過
2624,商,Career Switcher,男,20 歲以下,北部,1,css
2625,商,Learner,男,36 - 40歲,中部,0,無
2626,工程科學,Career Switcher,女,20 - 25歲,中部,4,"python、javascript ,html、css"
2627,文,Tourist,不提供,20 - 25歲,南部,1,python
2628,商,Career Switcher,男,26 - 30歲,北部,2,html、css
2629,商,Learner,男,20 - 25歲,北部,1,python
2630,工程科學,Learner,女,26 - 30歲,中部,1,html
2631,理論科學,Tourist,男,31 - 35歲,中部,0,沒有
2632,文,Tourist,女,20 歲以下,南部,1,python
2633,理論科學,Learner,女,20 - 25歲,中部,0,無
2634,文,Learner,男,31 - 35歲,中部,0,無
2635,資訊科學（資工、資管等等）,Learner,女,20 歲以下,東部,1,javascript
2636,商,Tourist,男,36 - 40歲,北部,0,沒有學過
2637,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,南部,0,沒有學過
2638,文,Career Switcher,女,20 歲以下,中部,1,python
2639,商,Career Switcher,女,20 歲以下,中部,0,無
2640,其他,Learner,女,26 - 30歲,北部,0,沒有
2641,其他,Tourist,不提供,26 - 30歲,東部,1,python
2642,文,Learner,男,26 - 30歲,東部,1,python
2643,文,Learner,男,20 歲以下,中部,0,沒有學過
2644,資訊科學（資工、資管等等）,Learner,男,26 - 30歲,南部,0,沒有
2645,商,Career Switcher,男,26 - 30歲,北部,0,沒有學過
2646,商,Learner,女,26 - 30歲,北部,2,html、css
2647,工程科學,Tourist,男,31 - 35歲,北部,0,無
2648,其他,Tourist,女,26 - 30歲,東部,1,css
2649,其他,Tourist,不提供,40歲以上,中部,1,javascript
2650,商,Tourist,男,26 - 30歲,中部,1,css
2651,商,Career Switcher,女,31 - 35歲,北部,2,javascript、css
2652,資訊科學（資工、資管等等）,Tourist,男,36 - 40歲,北部,0,沒有學過
2653,文,Tourist,女,26 - 30歲,北部,1,python
2654,工程科學,Career Switcher,男,20 歲以下,東部,0,沒有
2655,工程科學,Career Switcher,男,20 歲以下,東部,0,無
2656,理論科學,Career Switcher,女,26 - 30歲,南部,0,沒有
2657,其他,Tourist,女,26 - 30歲,中部,0,沒有學過
2658,商,Tourist,男,26 - 30歲,東部,2,python、javascript
2659,文,Learner,男,20 - 25歲,中部,1,css
2660,商,Career Switcher,女,26 - 30歲,南部,2,python、javascript
2661,工程科學,Career Switcher,男,20 歲以下,北部,2,javascript、html
2662,商,Career Switcher,女,26 - 30歲,中部,0,無
2663,商,Learner,男,31 - 35歲,東部,1,javascript
2664,工程科學,Tourist,不提供,40歲以上,南部,1,python
2665,文,Tourist,女,20 - 25歲,南部,0,沒有學過
2666,工程科學,Tourist,男,20 - 25歲,南部,0,無
2667,商,Career Switcher,女,20 - 25歲,北部,1,javascript
2668,資訊科學（資工、資管等等）,Tourist,女,20 歲以下,北部,0,沒有學過
2669,文,Learner,女,26 - 30歲,南部,0,沒有學過
2670,理論科學,Career Switcher,女,26 - 30歲,東部,1,html
2671,商,Learner,男,36 - 40歲,北部,0,沒有
2672,理論科學,Career Switcher,男,31 - 35歲,北部,1,python
2673,商,Tourist,女,26 - 30歲,中部,0,沒有學過
2674,商,Tourist,女,20 - 25歲,東部,0,無
2675,理論科學,Tourist,男,20 - 25歲,南部,1,html
2676,理論科學,Career Switcher,男,26 - 30歲,北部,0,沒有
2677,商,Tourist,男,20 - 25歲,北部,1,javascript
2678,資訊科學（資工、資管等等）,Learner,女,31 - 35歲,中部,2,python、javascript
2679,工程科學,Career Switcher,男,20 - 25歲,南部,0,無
2680,理論科學,Learner,男,20 - 25歲,中部,0,無
2681,理論科學,Tourist,男,20 - 25歲,中部,0,沒有學過
2682,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,東部,0,沒有學過
2683,文,Learner,男,26 - 30歲,北部,1,html
2684,文,Learner,男,31 - 35歲,北部,0,無
2685,文,Tourist,女,20 - 25歲,南部,1,css
2686,工程科學,Tourist,男,20 - 25歲,東部,0,無
2687,文,Tourist,女,40歲以上,中部,1,html
2688,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,北部,2,html、css
2689,工程科學,Career Switcher,男,20 歲以下,南部,2,javascript、css
2690,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,北部,1,css
2691,文,Tourist,女,20 歲以下,中部,1,css
2692,商,Tourist,女,20 - 25歲,中部,1,python
2693,商,Tourist,女,26 - 30歲,南部,0,沒有學過
2694,商,Learner,女,26 - 30歲,南部,1,javascript
2695,工程科學,Learner,男,20 歲以下,南部,1,python
2696,商,Learner,女,31 - 35歲,北部,0,無
2697,理論科學,Career Switcher,女,26 - 30歲,中部,3,html、javascript、python
2698,資訊科學（資工、資管等等）,Tourist,男,20 歲以下,東部,3,html、javascript、css
2699,商,Career Switcher,男,26 - 30歲,南部,2,python、javascript
2700,工程科學,Learner,女,26 - 30歲,北部,2,html、css
2701,工程科學,Tourist,女,26 - 30歲,中部,1,html
2702,工程科學,Tourist,女,31 - 35歲,北部,0,無
2703,商,Tourist,女,40歲以上,南部,1,html
2704,商,Learner,男,20 - 25歲,東部,0,無
2705,工程科學,Learner,不提供,20 - 25歲,中部,1,javascript
2706,文,Tourist,男,26 - 30歲,北部,0,沒有
2707,商,Tourist,男,20 - 25歲,南部,0,無
2708,理論科學,Tourist,男,31 - 35歲,其他,1,css
2709,商,Learner,女,31 - 35歲,中部,2,html、css
2710,其他,Tourist,女,20 - 25歲,南部,2,html、css
2711,工程科學,Tourist,男,26 - 30歲,中部,0,無
2712,文,Tourist,男,31 - 35歲,北部,2,javascript、html
2713,商,Tourist,女,36 - 40歲,南部,0,沒有
2714,文,Tourist,男,26 - 30歲,中部,1,html
2715,工程科學,Career Switcher,男,31 - 35歲,南部,0,沒有學過
2716,其他,Learner,女,20 歲以下,南部,2,javascript、css
2717,理論科學,Tourist,男,31 - 35歲,北部,1,javascript
2718,商,Tourist,男,26 - 30歲,中部,1,javascript
2719,理論科學,Career Switcher,女,20 - 25歲,北部,1,python
2720,工程科學,Career Switcher,女,20 - 25歲,南部,0,沒有
2721,其他,Tourist,男,20 - 25歲,北部,1,css
2722,商,Learner,男,20 - 25歲,中部,1,javascript
2723,理論科學,Tourist,女,36 - 40歲,中部,0,沒有
2724,商,Tourist,女,20 歲以下,北部,0,沒有
2725,商,Career Switcher,男,26 - 30歲,中部,1,python
2726,文,Tourist,女,20 - 25歲,北部,0,沒有學過
2727,工程科學,Career Switcher,女,26 - 30歲,南部,0,無
2728,商,Learner,女,20 - 25歲,北部,0,無
2729,工程科學,Career Switcher,女,20 歲以下,中部,0,無
2730,資訊科學（資工、資管等等）,Learner,女,26 - 30歲,北部,0,無
2731,理論科學,Tourist,女,31 - 35歲,東部,1,css
2732,商,Career Switcher,女,26 - 30歲,南部,0,無
2733,商,Tourist,女,36 - 40歲,北部,1,javascript
2734,工程科學,Tourist,男,40歲以上,中部,0,無
2735,理論科學,Learner,女,20 - 25歲,北部,1,html
2736,文,Learner,女,31 - 35歲,北部,0,無
2737,工程科學,Learner,男,20 - 25歲,北部,1,javascript
2738,文,Learner,男,20 - 25歲,中部,1,css
2739,商,Learner,男,20 - 25歲,中部,2,javascript、html
2740,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,東部,0,無
2741,文,Learner,男,26 - 30歲,東部,0,沒有
2742,商,Tourist,女,36 - 40歲,北部,2,javascript、html
2743,理論科學,Tourist,女,20 - 25歲,東部,1,python
2744,工程科學,Tourist,不提供,26 - 30歲,北部,1,javascript
2745,其他,Learner,男,26 - 30歲,東部,0,無
2746,文,Career Switcher,男,31 - 35歲,北部,1,javascript
2747,理論科學,Tourist,男,40歲以上,中部,1,html
2748,理論科學,Tourist,男,20 歲以下,北部,1,html
2749,工程科學,Career Switcher,男,20 歲以下,北部,0,沒有
2750,商,Career Switcher,女,20 - 25歲,東部,0,無
2751,商,Career Switcher,男,31 - 35歲,南部,0,無
2752,商,Career Switcher,男,20 - 25歲,中部,1,javascript
2753,商,Career Switcher,女,31 - 35歲,中部,1,python
2754,商,Tourist,女,20 - 25歲,南部,0,無
2755,文,Career Switcher,男,20 - 25歲,中部,2,javascript、css
2756,文,Tourist,女,20 歲以下,東部,0,無
2757,商,Career Switcher,女,36 - 40歲,南部,0,沒有學過
2758,文,Learner,女,31 - 35歲,北部,0,無
2759,商,Tourist,女,20 - 25歲,中部,0,無
2760,工程科學,Career Switcher,男,26 - 30歲,北部,1,python
2761,文,Tourist,男,26 - 30歲,中部,1,javascript
2762,理論科學,Career Switcher,女,40歲以上,北部,1,javascript
2763,資訊科學（資工、資管等等）,Career Switcher,男,20 歲以下,北部,1,css
2764,商,Tourist,女,20 歲以下,東部,0,沒有學過
2765,工程科學,Learner,男,36 - 40歲,東部,0,無
2766,商,Tourist,男,26 - 30歲,北部,0,沒有學過
2767,工程科學,Career Switcher,不提供,31 - 35歲,南部,0,無
2768,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,南部,1,css
2769,資訊科學（資工、資管等等）,Career Switcher,男,36 - 40歲,北部,0,無
2770,工程科學,Tourist,男,20 - 25歲,南部,0,沒有
2771,文,Tourist,女,40歲以上,南部,0,無
2772,工程科學,Career Switcher,女,20 歲以下,南部,1,html
2773,工程科學,Tourist,女,40歲以上,東部,0,沒有
2774,文,Career Switcher,男,31 - 35歲,南部,0,無
2775,理論科學,Learner,男,26 - 30歲,北部,0,沒有學過
2776,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,中部,1,css
2777,工程科學,Learner,女,20 - 25歲,北部,1,javascript
2778,文,Tourist,男,40歲以上,東部,0,無
2779,商,Tourist,不提供,31 - 35歲,中部,0,無
2780,理論科學,Tourist,男,20 歲以下,中部,2,html、css
2781,工程科學,Career Switcher,女,20 - 25歲,南部,2,javascript、html
2782,資訊科學（資工、資管等等）,Learner,男,20 歲以下,東部,0,沒有
2783,資訊科學（資工、資管等等）,Learner,男,26 - 30歲,中部,0,無
2784,文,Career Switcher,男,26 - 30歲,北部,0,沒有
2785,工程科學,Tourist,女,31 - 35歲,中部,0,沒有學過
2786,商,Career Switcher,男,26 - 30歲,中部,0,無
2787,文,Tourist,男,20 歲以下,北部,0,沒有學過
2788,商,Learner,男,31 - 35歲,東部,0,無
2789,商,Career Switcher,女,20 - 25歲,中部,1,python
2790,理論科學,Career Switcher,女,20 歲以下,北部,0,沒有學過
2791,工程科學,Career Switcher,女,20 - 25歲,南部,0,無
